//LocalDateTime	DataValue
2017-04-27 10:12:42	0.8999999999999999
2017-04-27 10:13:42	1.7999999999999998
2017-04-27 10:14:42	2.6999999999999997
2017-04-27 10:15:42	3.5999999999999996
2017-04-27 10:16:42	4.5
2017-04-27 10:17:42	5.4
2017-04-27 10:18:42	6.300000000000001
2017-04-27 10:19:42	7.200000000000001
2017-04-27 10:20:42	8.100000000000001
2017-04-27 10:21:42	9.000000000000002
2017-04-27 10:22:42	9.900000000000002
2017-04-27 10:23:42	10.800000000000002
2017-04-27 10:24:42	11.700000000000003
2017-04-27 10:25:42	12.600000000000003
2017-04-27 10:26:42	13.500000000000004
2017-04-27 10:27:42	14.400000000000004
2017-04-27 10:28:42	15.300000000000004
2017-04-27 10:29:42	16.200000000000003
2017-04-27 10:30:42	17.1
2017-04-27 10:31:42	18.0
2017-04-27 10:32:42	18.9
2017-04-27 10:33:42	19.799999999999997
2017-04-27 10:34:42	20.699999999999996
2017-04-27 10:35:42	21.599999999999994
2017-04-27 10:36:42	22.499999999999993
2017-04-27 10:37:42	23.39999999999999
2017-04-27 10:38:42	24.29999999999999
2017-04-27 10:39:42	25.19999999999999
2017-04-27 10:40:42	26.099999999999987
2017-04-27 10:41:42	26.999999999999986
2017-04-27 10:42:42	27.899999999999984
2017-04-27 10:43:42	28.799999999999983
2017-04-27 10:44:42	29.69999999999998
2017-04-27 10:45:42	30.59999999999998
2017-04-27 10:46:42	31.49999999999998
2017-04-27 10:47:42	32.39999999999998
2017-04-27 10:48:42	33.299999999999976
2017-04-27 10:49:42	34.199999999999974
2017-04-27 10:50:42	35.09999999999997
2017-04-27 10:51:42	35.99999999999997
2017-04-27 10:52:42	36.89999999999997
2017-04-27 10:53:42	37.79999999999997
2017-04-27 10:54:42	38.69999999999997
2017-04-27 10:55:42	39.599999999999966
2017-04-27 10:56:42	40.499999999999964
2017-04-27 10:57:42	41.39999999999996
2017-04-27 10:58:42	42.29999999999996
2017-04-27 10:59:42	43.19999999999996
2017-04-27 11:01:42	44.09999999999996
2017-04-27 11:02:42	44.99999999999996
2017-04-27 11:03:42	45.899999999999956
2017-04-27 11:04:42	46.799999999999955
2017-04-27 11:05:42	47.69999999999995
2017-04-27 11:06:42	48.59999999999995
2017-04-27 11:07:42	49.69999999999995
2017-04-27 11:08:42	50.49999999999995
2017-04-27 11:09:42	51.569999999999995
2017-04-27 11:10:42	52.39999999999995
